txt	label
Qui a dit des fraises et qui a dit goyave, je ne peux pas me souvenir de lol je dis papaya lol	1
Emily, wth avez-vous déjà dormi ???? Lol hey, je manque les gars !!!	0
Je n'avais pas le choix, elle essayait de te faire contre moi, elle m'a dit qu'elle le ferait aussi elle et elle ...	0
C'est aussi facile que de respirer.	1
- Nick à son premier jeu de cygnes	1
Merci d'avoir suivi je profite de ton show	1
Je n'ai aucune idée comment commenter les gens ...	0
J'ai besoin d'un massage, mon cou a mal 800 pieds, 1700 pour aller ughhhh	0
Couché dans le lit incapable de dormir. Très triste et pris dans la pensée ...	0
Est malade de nouveau ... 2 jours jusqu'à mon examen ... un calendrier rapide	0
Cheers, concert régulier de dimanche, la comptabilité ne s'arrête pas n'importe quel jour de la semaine! Toujours des penny à compter	0
Peut-être devriez-vous arrêter d'être si paresseux	0
Je suis écrasé wi travail 2 b fait 4 le mora! C'est pas de gid lyk!	0
Verre stupide et sa capacité à me couper le pied	0
Aww, bonne chance paula, et prenez-le à l'aise aussi.	1
: Heureux d'entendre que tout vaut mieux que craint! Je pourrais aller acheter de l'équipement par exemple avec mon retour d'impôt pour aider à payer cs4 ...	1
Twitter a été très malmené hier soir.	0
Je vous remercie	1
moi aussi. ça va être génial. la semaine! une semaine!	1
Ce serait mignon.	1
quelle? si tôt? boiteux.	1
Travailler ma vie ...	0
Merde, je voulais m'inscrire pour le défilé gaypride à Amsterdam mais tu as atteint les bateaux maximum hier ... combien de malchance puis-je avoir	0
Non - j'ai fait "revenir sur le cheval & quot; Quelques fois après la chute, mais avait perdu toute confiance. N'ont pas monté pendant 5 ans	0
N'était-ce pas moi, je le jure. Waaaaaaay trop occupé avec un lock-out du collège	1
Bonne nuit et une journée incroyable demain! -steve	1
Je suis au travail ... bien que j'ai un jour demain! Yay! Qu'est-ce que tu fais?	0
toutes nos félicitations! Hurler est absolument en ordre!	1
Tu me manques beaucoup de filles ... veux-tu revenir	0
Ce matin, je suis réveillé par janis joplin. Cela ne peut pas être mauvais. Bonjour à tous!	1
J'aimerais savoir comment twitpic ... j'ai eu quelques photos fabuleuses de 1 chien sur mes pattes avant ... qui a besoin de talent en Grande-Bretagne	1
Travaillant sur la semaine sainte	0
Snuggie bar crawl semble incroyable !!!! Je suis désolé, je ne pourrais pas être là!	0
Java est finalement devenu mon ami ...	1
Encore en train de compter les dernières heures de mes vacances	0
Eh bien, vous n'avez ni âme, ni travail à temps plein, mais ils sont à peu près la même chose	1
Ahhh, j'aimerais pouvoir venir, mais je ne peux pas être tellement fou mais bonne chance ce soir! J'aime et tu me manques guy & lt; 3 mrs.cjbaran & lt; 3	0
Tu devrais être dans la baie à la place	1
: Bonne chance avec votre défi	1
non désolé. Je ne sais pas ce que c'est que de perdre	0
Ça a l'air d'avoir un temps fabuleux enjjjoy!	1
Bienvenue à la maison!	1
Prêt pour vendredi à l'ted !! Aller braves! & Amp; Stocker sur ricola cough drops & amp; Dayquil b.c j'ai un rhume du changement climatique constant	0
- chien de chi mignon x je ne vois pas le point de laisser le commentaire comme probablement personne ne le lira xxxxxxx	1
Perdu à l'écume, déprimé maintenant	0
Bonjour! J'espère que vous avez une soirée merveilleuse!	1
U / chf a été arrêté ce matin pour une perte de 80 pips. Ce suisse est une paire erratique.	0
Oh demi. C'était certainement un genou de genou.	1
L'expresso de pineapp était fantastique !!!! Classe pure, juste la chose la plus drôle que j'ai vu depuis des années, vous rock x	1
Eh bien, en fait, je n'ai été que pour essayer de parc, donc je suis vraiment impatient d'aller aux tours d'alton!	0
C'est une nuit parfaite à baiser à côté d'un feu de joie. J'aimerais être un coeur et une amie; étoiles	1
... mais d'abord, une manucure	1
est au travail. Il semble que ce sera une belle journée. Aujourd'hui, c'est le dernier jour que je vois mon mari pendant 5 semaines	0
L'heure du coucher, l'école demain, et je n'ai toujours pas de livres en cours	0
(Je voulais certains, même si je portai déjà des boxeurs et, par conséquent, ils n'en avaient pas besoin, mais nous avons cherché et cherché, et nous n'en avons pas trouvé)	0
Pensant que c'est incroyable à l'extérieur	1
Trouver Facebook et ajouter des stars de Twitter	1
Je pense que mon voyage à venir pourrait être mon dernier voyage à disney cette année ... le mari veut annuler notre vue du royaume magique d'août pour économiser de l'argent	0
Semble fonctionner maintenant	1
Guh! Des sondeurs !!!!!!!!! Ne peut pas le faire sans keller. J'ai acheté des béliers bleus aujourd'hui! Yay! De nouveaux poissons!	0
J'ai juste eu une barre de snickers et 2 rouleaux de respirateurs libres du distributeur automatique. je gagne.	1
C'est vraiment pire ... Bien que nous ne soyons pas une île. Caithness est l'endroit où john o groats est ... grand ciel, grosse eau et arc-en-ciel	1
Encore un cheapskate, même si vous êtes à l'envers!	1
Je sais qu'ils ont des problèmes, mais je n'ai jamais rien entendu. J'ai eu beaucoup de recommandations de mrtweet.	0
Je suis désolé, je expédierai mes médicaments canadiens bon marché, mais je crains qu'ils ne cessent de traverser la frontière	0
Je vous remercie	1
Heh, si je dirigeais un restaurant, je les collerais loin des regards indiscrets de chacun. Je détesterais être une célébrité.	1
Il n'y a que 1 heure de là ... Je viens juste d'aller au lit. bizarre. J'espère que vous avez un bonjour!	1
cela semble horrible	0
Bon matin,	1
your hip?!  por que?	0
Un pour vérifier après le travail, je suis certainement intéressé par celui-ci.	1
Vous et samantha devraient faire une autre vidéo mac lol	1
Heureux de pouvoir sauter avec le wagon en bande, passez un bon week-end	1
Sur Twitter, facebook, bebo, itunes et vérifiant les emails, je me sens intelligent	1
Je vais essayer de tweet de mon téléphone lors du tournage! Chacun a une journée incroyable !!!	1
Hey! Vous venez de changer votre valeur par défaut.	0
Essayant de configurer des canaux de Yahoo pour le suivi de certains blogs importants ..... laissez-moi savoir si vous les gars connaissez quelque chose de mieux que Yahoo pipes	1
Oh non ... le remaniement ... ben belzer, ici je viens !!! Papa veut des jouets !!	1
Ne peut pas dormir et il pleut	0
Deux heures de retard pour l'école. Devinez-vous pour faire de nouveau	0
Oh tu es très chanceux! Je pense que c'était un superbe film ps. J'adore votre & quot; Si vous saviez seulement & quot; vidéo	1
héy! Nan. Ma peine est absente pendant quelque temps	0
Ces sachets en plastique sont les meilleurs ... le meilleur jamais est brie turkey & amp; Cranberry mais il est disqualifié du prix pour être français	1
Hey, ne peux-tu pas te rappeler? Nous n'avons pas de bonhomme, mais un excellent lien pour notre domaine familial - très cool	1
Complètement drainé ////////// s'est vraiment amusé avec inge todayyy	1
Merci. Wp e-commerce est très buggy. Pense que je ferai la chose personnalisée. Maintenant pour trouver le temps	1
Lol. C'est parce que je prends un pour l'équipe et je regarde ces choses stupides de sorte que tu n'as pas à le faire.	1
Dieu, aide-moi ... je ne sais pas quoi faire avec un père comme lui	0
Je dois me m'habiller et aller au travail aujourd'hui ... mais fais-je un modèle nu tous les tues / thurs nite jusqu'au 7 mai en union au cc	0
Dieu, nous avons un blizzard ici	0
Ok, zoe peut aller au lit à 7 ou minuit, elle va se réveiller à 5h30, peu importe	0
A l'air super bien Vous ne pouvez jamais vous préparer assez tôt, quand il s'agit de choses comme ça! : P	1
Oh non ... la dépression du camp après le passage	0
À la maison du travail. je suis libre!	1
17 encore plus tard! Push play & amp; Tiffany Giardina demain!	1
Oui, puis le renvoi d'appel à mon téléphone cellulaire chinois. Voulez tester l'appel local sur # - & gt; Cell, et je ne peux pas m'appeler	1
Devinez votre déménagement?	1
Est-ce que vous dormez dans ou quelque chose, je manque de notre gentil plaisanterie de twitter, nous avons tellement raison sur f & amp; furieux c'était fknfantastk	0
Le cahier est tellement triste.	0
Ont fait des salles de pierre hier avec un canard avec mon dc de sang lvl80. Était amusant et tout ce qui était bien. C'était un bon moment!	1
Salut les gars que tout le monde ajoute et merci	1
Hey, qui est anthony anderson? Obtenez votre sweetbadazz pour m'inviter à tweet avec vous ... je ne pouvais pas me connecter, j'ai perdu le lien	0
Lol! Trop girly?	0
Dernier q vient d'annoncer qu'il se dirige aussi - juste moi à gauche	0
Ne pas échouer bébé	0
J'espère que cela vous fera mieux. J'ai une pizza & amp; Nuit de film pour remédier à mon humeur. La glace semble cependant bonne.	0
Hellooos, ne me parlez-vous pas, désolé	0
Je terminerai ma première année de collège avant que le lait que je viens de boire expire.	1
Ils sont tous de la taille de tic tac ... pas de luvas latines	0
Ah ouais ... bonjour tout	1
Wow 152 abonnés. Merci les gars et les amateurs; Les filles - beaucoup appréciées! Karen	1
Vos demandeurs attendent patiemment votre tweet s'il vous plaît faites-nous s.a.f.e.	1
... mais Twitter semble prendre mon temps de messagerie en ce moment	0
Pensait à g tout en balayant le porche. Pensé à cette pièce et amp; Tous les moments charmants que nous avons eu à aider avec les sacs de sable.	1
Mec ... je suis nerveux pour aujourd'hui haha ​​baise vous rachael pour me quitter	0
Tellement excité de recommencer la softball	1
Je vais venir à nc - au moins plus près de l'endroit où je suis.	0
Étudier la chimie ... a augmenté de 15 p. 15 en trois jours, sans compter les 5 chapitres du matériel de lecture, juste le cahier de travail ...	0
Ahhh conseil sonore.	1
quelque chose ne va pas. J'ai tué mon ipod touch en sept heures.	0
Ne pas manger dehors. Composer pour Macs avec un coeur lourd.	0
Psh J'ai brûlé les yeux avec un shampooing vraiment mauvais. Ça m'a rappelé vos coups de soleil	0
Sonne as. Je veux retourner à uni.	0
je suis de retour!!	1
C'était tellement beau aujourd'hui que mon mari et moi avons pris un tour dans le camp.	1
Si triste que les animaux soient malheureux, mon chien a dominé le regard de reproche-youre-breaking-my-heapuppy.	0
Notre dvr agissait et perdait toute notre programmation. La maison se terminait juste au moment où nous nous sommes rendus compte	0
Jadi minder. ) Je suis à la section e avec ma soeur et quelques amis différents	1
Hahaha, je suis content que quelqu'un soit d'accord avec moi	1
Je me suis réveillé jusqu'à une longue journée de préparation. Renard senior ce soir	1
Je suis retourné à Oklahoma City ... je ne veux pas quitter Killeen	0
Hey quelques hommes devraient le prendre aussi	1
Love u armin, asot400 rox! Greetz from croatia	1
J'ai vraiment eu l'espoir de porter quelque chose de shosleeved pour le service de Pâques du dimanche ... probablement besoin d'un châle ou d'un chandail!	0
Otw to cornell ~ second roadtriipp!	1
Damn b, espanol et francais? Vous êtes une femme talentueuse	1
Censé fonctionner à l'heure actuelle - assez ennuyé	0
Avoir un gros travail en trouvant un cadre dans ma taille intéressé par le speeder tho	0
Tellement fatigué	0
Il n'est pas encore arrivé. croyez-moi. Vous sauriez s'ils avaient! Je crierais toujours de l'excitation de tout	1
Un brillant & amp; Bonne journée à toi 2, ça te ressemble à toi. Réchauffer maintenant et faire quelques étirements. J'en ferai aussi quelques-uns. Et c'est parti	1
J'ai tenu un bébé pour la première fois la nuit dernière!	1
Bonjour! Wow, les températures ont chuté de 25 degrés en une journée dans le sud de la Floride! Hier était 83, maintenant il ne compte que 58! Au moins ensoleillé.	1
je connais! J'ai été vraiment surpris puisque tout le monde les recommande sur youtube. Je dois les appeler demain et comprendre tout cela.	0
Sans aucun doute, j'aime les statistiques apparemment aléatoires. Je vais devoir intégrer que "26%" Dans une présentation quelque part.	1
Cher iPod: je vais me reporter à nao. Où es-tu? Je ne peux pas trouver youuuuu. Ne soit pas perdu!	0
Trop de nuits tardives me rattrapent ... faut me coucher! Bonne nuit twitterers	1
Jack dans une fissure	1
Peut-être encore des problèmes de serveur persistants ... semble bien fonctionner maintenant. comment était le spectacle?!?	1
J'ai sommeil ... mais je ne peux pas être foutu au lit. Je pense aussi que ma dent retournera à l'endroit où elle se trouvait avant les accolades	0
Omg yay! s'amuser! Mises à jour de Twitter. envoie des photos.	1
Je pense que Twitter serait plus intrigant si j'avais un iphone	1
Bonne chance avec le babyproofing! Je ne peux même pas changer la couche d'Eli sans qu'il se déplace et s'éloigne	1
Je voterais pour le gladiateur, j'étais déçu par alien 3	0
J'ai passé un tel moment merveilleux avec mela la nuit dernière, en regardant dgoody 1978, jouer des clés en direct pour le groupe de rap à la favela dans l'ancienne rue	1
Bonjour "les gens (pour les Britanniques au moins)	1
Des chiens autour de mes chevilles car j'ai dû les verrouiller dans l'étude avec moi, loin des constructeurs. Oh joie, seulement 14 semaines supplémentaires.	0
Merci pour ton mail! Je vais essayer de répondre en un peu.	1
Ont parcouru le script plusieurs fois. J'aimerais être assez jeune pour passer 16 ans, c'est un excellent scénario	0
J'aimerais vraiment avoir une bonne nuit de sommeil pour une fois. Grr.	0
vous êtes le bienvenu	1
Est éveillé à un moment raisonnable et fait beaucoup de boulot	0
Mitchel musso rocks - ouais	1
~ Je suis obsédé par le rose pour le moment, va faire beaucoup plus	1
Bonne chance, en sligo il pleut très mal après un beau et ensoleillé matin	0
Est ennuyé d'apprendre que quelqu'un d'autre est sur Twitter avec mon nom, pas de soucis, ils ne sont pas faux moi, c'est juste qu'ils ont mon nom!	0
Mais je ne suis plus ivre maintenant! J'en avais besoin la nuit dernière, je pensais un peu désespéré je pense	0
Je me sens terrible, je vais vous acheter un nouveau x	0
Le matin de ce que vous photographiez;)? Est-ce que je t'ai dit que je t'aime marv? X	1
Diffusez bien, j'espère que vous restez au sec. Faites attention!	0
Personne d'autre ne me répond que je ne sais pas quoi manquer	0
Est dans la crainte de tout ce qu'elle voit à votre manière	1
Dans un réfrigérateur, bien sûr, porté par des pigeons super rapides	1
Happy friday twitter bugs !! Passez une nuit sûre et amusante! Je suis coincé dans la maison en train d'étudier	0
Et quelle chose pourrait transformer cette sucerie samedi soir? Snl's 'best of amy poehler' j'adore cette femme.	1
Maintenant à regarder lol	0
Alors vous avez besoin d'une meilleure classe de clients.	1
J'aimerais sortir dans la mais j'habite à Londres à Londres! X x x	0
Va me manquer - j'espère que quelqu'un l'archive, au moins j'ai pris le test la nuit dernière, ce qui était amusant.	0
Oui, je viens de rentrer chez moi. cool! Je veux vérifier la nouvelle musique!	1
Je t'aime vraiment! 100 jours essentiellement maintenant! Yayayayay. Xoxoxoxoxoxoxo fois l'infini.	1
J'ai manqué mon meilleur ami. Écouter radio disney	1
Luttant fort contre l'inventaire	0
Rentrer à la maison aujourd'hui pour la pause de Pâques, mes parents ne pensent pas que je serai à la maison jusqu'au jeudi, alors quelle surprise!	1
Ça me semble, hein?	1
vous êtes les bienvenus. Wow, le gars a créé quelque chose d'exceptionnel! J'aimerais le rencontrer	1
Oh mon dieu je t'envie	1
Regarde les collines 8 épisodes aujourd'hui! Les a vu tous un million de fois, mais oh, jamais, ça ne vieillit jamais	1
: Occupé la nuit occupée - pliant la lessive, l'emballage, l'écriture d'un papier ... retournez à Portland en 48 heures	1
Je peux faire pleuvoir - et l'arrêter aussi? ~ 3xlg4	1
Pas sûr de ce qu'ils sont, seulement qu'ils sont pos. Autant que je le veux, je ne pense pas pouvoir échanger les actifs de l'entreprise, désolé, alors!	0
Passe toute la journée avec mon petit	1
je connais	0
Tant qu'ils ne tardent pas et vous réveillent	0
17 encore	1
Je ne peux pas attendre non plus, lol! Va regarder la série pour avoir son style dans ma tête. Et aussi juste pour s'amuser.	1
: je fais	1
Temps de plage!	1
Le petit déjeuner gratuit de l'hôtel ... vaut chaque centime que j'ai payé	0
Tandis que le reste d'entre nous est ici dans la noyade cs! Nous vous déteste	1
À la maison, au lit, malade comme un chien, souhaitant avoir quelqu'un pour m'occuper de moi ...	0
monsieur ((coupe)) ... désolé, ma chérie	0
En classe ... souhaitant être au lit	0
Les écoles sont éteintes, mais j'ai une mission sur l'écriture non-fiction en vendredi prochain!	1
pourquoi pas?	1
alors? Vous pourriez avoir arrêté en france sur le chemin du retour. Je suis sûr qu'ils ne penseraient pas. Gens charmants. Plein de ... jambes et pareilles	1
À la maison avec un froid	0
... ça me dérange. Ils pourraient sûrement nous en informer plus tôt	0
vacances de printemps. Pas de devoirs, mais beaucoup de choses à faire dans le collège.	0
Bien sûr, il l'a fait. Vous avez aidé.	1
::à main levées::	0
Hey kourtney..heureux anniversaire ont une très bonne 1	1
Pas de comp lol gratuit	0
Il a joué au ballon avec moi	1
courtiser. il est tard! Haha goodnight twitterverse! bisous bisous	1
Une belle soeur visitant mes 5ft 11 & quot; Neveu (14 ans et croissant comme une fleur sauvage)	1
Dan s'est levé du lit pour prendre des photos du lac. La neige sur le sol mais la chaleur du soleil du matin. Heure du bacon	1
Sur ce et bebo ... ventre douloureux	0
Demande-t-il encore une personne?	1
Pas trop de jours fériés, je suis impatient de beaucoup de chocolat!	1
, Salut Emma d'Angleterre. Je t'aimais sur jonathan ross! Bonne chance avec le nouveau film x	1
Kaley Amber Time !!! Films, nourriture et meilleurs amis	1
Bon anniversaire!	1
Omg si vous ne voulez pas une rumeur à dire dire une pop que vous allez prendre cette chose ou watever et yah	1
C'est ce soir. Les dernières sessions ont été vraiment amusantes! Vous êtes le bienvenu ce soir	1
- et l'oeuvre d'art par billy de l'album chroniques - génial	1
S'amuser en écoutant gino et fran.	1
- sur le point de sortir de l'éloge. Je suis absolument ridicule	1
Zut! Tu as tellement amusé il semble ....... hmph! Mon emploi du temps ... travaille avec espoir.	0
Je suis ennuyant, je ne comprends vraiment pas comment utiliser ça	0
Est-ce que je souhaite que je pourrais mieux voir le front! Elle a l'air belle	1
Hey amy, vos vacances sont-elles bonnes? bien?	1
Lecture fanfiction. Je vais peut-être me faire un toast.	1
Bien que vous soyez si gentil! Vous vous sentez mal au sujet d'une fille que vous venez de rencontrer	1
Quand Calvin construit des bonhommes de neige pour faire ressembler à son père, il frappe un avec sa voiture. l'horreur! Mais la neige est parti	0
Veut que ses chaussures cessent de mordre	0
Faire du stagekkkkk	0
AWW merci	1
J'aime ces moments de joey. adorable.	1
... prenez une promenade ... twitter lol ... une belle douche chaude et un bon livre semble fonctionner le mieux cependant	1
Oh, j'ai oublié cet arbre que j'ai dans ma chambre. -_- blah, j'ai des couvertures, mais pas une bonne couette.	0
Je pense que j'ai peut-être accompli quelque chose.	1
Vient de regarder le "flutter" - le nouveau twitter & quot; vidéo. -	1
Merci. J'ai vécu en Floride depuis 1994 et je manque de neige	1
Tweet! Je veux me promener	0
Bonjour! Je suis très éveillé avec du café chaud en main. Effacant le dvr. Maintenant regarde la maison! Aime hugh laurie comme acteur tootles!	1
Oh, et merci encore de marcher sur ma voiture et d'écouter les beatles avec moi, je vous aime.	1
- Le flux RSS de vos blogs pour les messages semble être cassé dans google chrome	0
Ah oui, et modlife ne fonctionne pas	0
Votre commentaire est hilarant!	1
Étant curieux, la lib est ouverte seulement jusqu'à 5 heures et heure du Père apparemment!	0
Je suis allé à l'école en rocher, j'adore ces orages freaks!	1
Je suis tellement éviscéré que je ne peux pas télécharger cette année et voir papa Roach.	0
Je pense que c'est une bonne idée, je devais, c'était une infection de l'oreille très coûteuse que je voulais mourir! J'espère que tu te rétabliras vite.	0
Je me souviens simplement du pot de taches dans la fenêtre de la cuisine, le grand frère a attrapé - - C'est peut-être pour ça que j'aime les grenouilles (et les cochons)	1
Terriblement lent aujourd'hui	0
Ma gorge me fait mal, je suis au travail et complètement misérable !! Aide-moi, mon Dieu!	0
Va aller pour golddd !! Je vais essayer de faire 2000 mots aujourd'hui, je souhaite une chance	1
Eh bien, je vais devoir venir à chicago à un certain point cet été, alors.	0
Vous savez que c'est l'été quand je suis enfermé à l'intérieur de la révision quand c'est magnifique à l'extérieur!	0
Écouter la société d'honneur	1
Un autre jour, un autre ... coach charge of brummies	1
Bonjour à tous. A donné au chat sa tablette ce matin ... quelle mission! Il sait ce que nous sommes à l'heure actuelle et nous nous préparons à la bataille	0
Je le sais, mais les gens pensent que c'est boiteux ... ils ne m'aiment pas assez	0
- gosh! C'est un adorable petit chien. Je ne peux pas dormir sans mon chien aussi	1
Je crée un compte Twitter	1
C'est le mardi ... le su ne pouvait pas dormir la nuit dernière ... btw: jus d'orange juste après avoir brossé les dents avec du dentifrice à la cannelle = yuck	0
Lemsip + temps d'huile d'eucalyptus.	0
- quand avez-vous blip .. fuk j'ai manqué un peu	1
Tck va se coucher. Quand je me lève, il fait chaud et se met au travail! bonne nuit, le monde!	1
s'endormir. Vient d'entendre parler du corps de cette fille de tracy. Quelle est la tristeté de mes familles pour cette famille.	0
probablement surchauffé et a commencé throttlovat	1
Merci d'avoir accepté avec nous!	1
En france, aujourd'hui il pleut	0
Cela vous fait seulement la deuxième personne ici disposée à admettre cela. heureux de vous voir ici.	1
Mon estomac meurt	0
Bonne chance avec ta conception de san diego! J'aimerais être là mais j'habite tout le chemin à Buffalo, je sais que tu feras un grand plaisir! Duh.	0
J'aurais préféré savoir que tu ne voulais pas que j'aille, puis penser que tu n'aimes pas	0
Jusqu'à 6 heures du matin, fumer, finir le reste de mon jardinage, hopin h-town voudra bientôt refroidir, Twitter est déprimant	0
Je suis sous pression maintenant	1
Malheureusement, tous ne sont plus suivis en ce moment! Suivre 4 suivre est ma nouvelle devise à moins que je ne vous connaisse	1
Avec erin, erika et kelseyyy. Erika est pour la nuit avec euxmm.	1
Boo no work. Dans des nouvelles sans rapport, pouvez-vous demander à votre colocataire hautement rémunéré de me contacter? J'ai envoyé un courrier électronique la semaine dernière, pas de réponse.	0
Vous êtes les bienvenus!	1
Va vraiment faire une sieste --- une longue couche	1
Pourquoi si sévère?	0
La conception de karo et ida était super!	1
plus hundos?	0
Bien, je vais au lit tôt ... j'aimerais pouvoir dormir demain	0
Avez-vous une poussière de pixie supplémentaire.	0
Puisque vous êtes britannique et que vous prenez beaucoup de thé ... Quel est votre dougie préféré?	1
Les éliminatoires de nba ont commencé =] mais le premier jeu d'aujourd'hui (celtics v bulls) n'a pas bien fonctionné pour les celtiques	0
Avec ma petite fille malade qui vient de venir dans ma chambre et vomit sur mon lit.	0
Se préparer au travail ... 6: 30-3: 15 ... ..	0
#NAME?	1
Wow, a un bon élan! Et cela devrait arriver le jour où je suis super occupé ... je ne peux pas regarder les fabuleux twitterstreams du jury	0
Est-ce que vous allez en tournée en Europe aussi avec jb ?? Parce que je veux vraiment vous voir jouer !!	1
À la recherche d'amis, je suis nouveau sur ce twitter	0
Oui, j'ai une infection des sinus.	0
La production s'appelle block party. Nous dansons en jouant et en faisant des constructions avec d'énormes blocs	1
Pauvre chuck liddell, je pensais que la rue serait au gaz si elle dépassait le premier ... mais cela ne s'est pas produit.	0
Bon temps! Je me sens énergique et en bonne santé, je pourrais même courir plus tard aujourd'hui peut-être ... ;-)	1
Rupemurdoch & amp; The robots.txt (ou qui tue les journaux)	1
Triste que je suis coincé à la maison malade dans son lit	0
Bien sûr, maintenant que je suis à l'école, je me sens plus merci. Telle est ma vie.	0
Je m'ennuie d'Ashley. Pour une raison quelconque, les choses se sentent bizarres entre nous et je ne l'aime pas.	0
La plage a été géniale, a vraiment brûlé un jour de plus de vacances de printemps puis de nouveau au trou de l'enfer qui est l'école ...	0
J'ai eu un plan extravagant mais conservant le temps aligné pour aujourd'hui ....... qui est maintenant oublié	0
Pas d'église pour moi aujourd'hui, je suis privé du maximum	0
Fatigué, mais à effrayé d'aller au lit, je pense qu'il y a un buggy ...... ewwww	0
Hey, je suis un fan de toi, j'aime ta musique?	1
Pourquoi? Parce que le souvenir du tremblement de terre était tellement frais?	1
ça m'a l'air bien	1
Haut-ville w / joshyy. Yay pour l'ordinateur de travail!	1
Ne peut attendre les examens,	1
Se réveiller est probablement le pire paof ma journée	0
doux! Je suis tellement impatient de ce voyage	1
Dernières heures en Angleterre ...	1
Aka st george's day - la journée nationale universellement non célébrée d'Angleterre	0
J'aimerais savoir ce que je faisais !!! Cette chose est si arrière en arrière	0
Je voulais ça	0
Je continue de mordre mes insectes aléatoires, alors maintenant je déchire ... au brightside, j'ai volé mon cerf-volant aux fraises	1
Hee. Vous ne voulez pas me voir, vous voulez juste acheter sur poco dolce. je connais la vérité! (Et je ne te reproche pas	1
L'ananas est ma faave! Je peux le manger jusqu'à ce que ma langue soit engourdie. Lol! Devine le hawaien en moi.	1
Va regarder la quarantaine avec lucas. souhaite moi bonne chance.	1
Vient d'acheter une voiture !!! Yay pour moi!	1
Luongo est vraiment bon mais il a une grande sauvegarde contre les défenseurs! Si j'étais l'entraîneur, je sortirais le docteur!	1
Oui, je sais ce que vous voulez dire. Je pensais que c'était plus que cela aussi. Un peu décevant	0
Aller faire du shopping en lisant un peu et déjeuner avec maman, il suffit de décider de la pizza ou de la tarte au déjeuner ... ??	1
Les tigres devraient avoir gagné hier des équipes détruites	0
pas de problème	1
Voir où nous avons été déplacés aussi.	0
~ Il y a beaucoup de peeps qui ne pouvaient pas se permettre la croisière & amp; Je suis l'un d'entre eux ... tellement triste	0
Je ne suis pas d'accord, qu'est-ce qui ne va pas avec un amateur de série?	1
Je ne peux pas trouver une voiture que j'aime	0
Je n'ai vraiment pas envie de me lever aujourd'hui ... mais je dois étudier pour un examen pratique de demain ...	0
J'espère que votre main s'améliorera.	0
Ici en Allemagne, nous n'avons pas de crise, nous sommes en crise	1
Je viens de configurer ma première interface audio par moi-même! Oui, je pense qu'un biscuit serait bien mérité.	1
Vous êtes une lettre toujours! Les Coréens n'utilisent pas & quot; x & quot; Donc il n'y a pas d'espoir pour moi.	0
Je viens juste de voir un petit chien de laboratoire dans une publicité, et maintenant je veux que le nicholas crimson Christmas Howell soit de retour!	0
Je viens juste de rentrer de chez moi - Je me sens en train de casser maintenant ... -, bye ~~, à la lata!	1
Dans le travail, en travaillant sur les projets et les projets	0
Un chien aléatoire continue à courir sur mon chemin ... c'est vraiment mignon, c'est un staffy et c'est marron, je vais aller le caresser.	1
Voyons ce que je peux faire avant 21 heures aujourd'hui.	1
moi aussi!! Je suis allé de va à ca en prenant la route du sud et je me suis arrêté chaque année, c'était une expérience géniale!	1
En pensant à la même chose que kristi & amp; Angie	1
Devoirs toute la journée ugh	0
Je ne peux pas arrêter d'éternuer	0
À la maison et fini le dîner. Juste passé par une minute, encore beaucoup à faire ce soir! être de retour plus tard	1
L'Angleterre vous aime demi, ne peut attendre jusqu'à ce que vous soyez là-bas, vous êtes incroyable, le 15 juin avec jb, va être génial	1
Bon clavier. J'ai le 49.	1
Vient de terminer les miles pour aller réserver!	1
Ouais, j'ai échoué à lire. Ce n'est pas une référence de plus, j'adore néon, je devais être un enfant des années 80.	1
Comment viens-tu que tu ne me réponds jamais?	0
J'aide les élèves à apprendre à utiliser le dictionnaire. Donc je peux arrêter les mots d'orthographe toute la journée.	1
Désolé, les employeurs avaient la décence de laisser les gens se connaître de toute façon, mais continuer à essayer!	0
Prendre des photographies de la plage	1
Hey people what's up je ne fais pas beaucoup je pense que je vais faire des courses bientôt xoxo	0
L'anneau du nez est tombé, a travaillé toute la journée, enfin à la maison, est allé en jacuzzi maintenant pour le repos! enfin!	0
Je Twitter que je veux! Alors je vais vous battre avec mon vieil cul à tête baissée! C'est aussi le punk rock, mais un degré moindre.	1
Pourquoi les vieillards sont-ils si mignons !!!!	1
Saviez-vous que l'industrie du vin génère 145 000 emplois en californie. Chemin à parcourir!	1
Odeur de cette météo ... doit ramener mon équipement hivernal	0
Les frapper tous	1
Être un guerrier de fin de semaine avec la garde nationale de l'armée m'aider et me distraire de ce que je fais !!!!	0
Coucher au lit regarder 48 heures enquête avec ma marguerite! Elle est sur le dos avec la tête sur l'oreiller et ses pattes en l'air. mignonne!	1
Aimerais vraiment de bonnes informations de suivi pour la robe de pâques de Girlie. Il nous a été envoyé, et leur système de suivi pue.	0
Genius mate, et pourrait être pareil mais avec un chapeau, et je ne pourrais avoir que des lunettes	1
Tout ce que je sais m'énerve, imy beaucoup!	0
Est assis au soleil	1
J'apprécie ça ... qui d'autre apprécie ça, je me demande ??? Juste ce dont j'ai besoin pendant que je mange ma tarte aux pommes	1
Ressemble à une série d'événements malheureux	0
à travers l'univers. dormir. Répétez demain.	1
A entendu une nouvelle chanson tori ce matin: "welcom in england & quot; Sur un nouvel album ".... quelque chose, somethign sin & quot; ... really like it !!	1
J'essaie d'imaginer qu'il pleut dehors ...	0
